,汽车品牌,二手车价格,新车购入价格,行驶里程,使用时间,车牌所在地,外迁标准1,外迁标准2,变速箱,过户次数,上架时间,超值,急售,0过户,准新车,综合车况,外观检测
1821,大众,3.0,25.38,21.97,141,北京,0,1,1,0,3,1,0,1,0,2,5
1822,雪佛兰,1.6,13.86,11.82,143,郑州,0,1,1,0,7,1,0,1,0,1,6
1823,北汽威旺,1.5,4.67,9.89,86,天津,0,1,0,0,7,1,0,1,0,3,1
1824,本田,1.8,18.21,14.45,165,沈阳,1,1,0,2,3,1,0,0,0,1,10
1825,江淮,2.0,8.84,10.17,92,温州,0,1,1,0,3,1,0,1,0,3,2
1826,奇瑞,0.8,8.32,9.74,156,合肥,0,1,0,1,7,1,1,0,0,1,8
1827,别克,2.18,10.42,9.01,114,济南,0,1,0,1,3,0,0,0,0,1,9
1828,比亚迪,1.3,10.41,12.68,105,揭阳,0,1,0,1,7,0,0,0,0,1,11
1829,起亚,3.0,8.96,6.93,102,贵阳,0,1,1,3,7,0,1,0,0,3,5
1830,雪铁龙,1.6,11.14,10.5,113,苏州,0,1,0,0,7,0,1,1,0,3,4
1831,北京汽车,3.0,8.01,9.51,62,北京,0,0,0,0,3,1,0,1,0,3,0
1832,荣威,1.68,10.5,8.2,105,西安,0,1,0,0,3,1,1,1,0,3,4
1833,大众,1.5,15.52,23.13,138,青岛,0,1,0,0,7,0,0,1,0,1,10
1834,大众,1.58,8.96,12.77,128,郑州,0,1,0,0,7,0,0,1,0,1,9
1835,大众,3.0,11.67,7.33,119,上海,0,1,1,0,7,1,1,1,0,3,4
1836,比亚迪,2.18,8.02,5.59,86,合肥,0,0,0,0,7,1,1,1,0,3,0
1837,斯柯达,2.5,14.28,9.69,147,济宁,0,1,1,1,7,1,0,0,0,3,0
1838,中华,2.8,9.36,3.12,80,沈阳,0,0,0,0,7,1,1,1,0,3,1
1839,大众,3.0,15.41,11.39,148,大连,0,1,1,2,3,1,0,0,0,1,6
1840,江淮,0.8,5.2,19.51,102,苏州,0,1,0,1,7,1,1,0,0,1,6
1841,福特,2.2,21.69,15.36,139,重庆,0,1,1,2,7,1,0,0,0,1,10
1842,雪佛兰,1.2,11.36,11.16,143,盐城,0,1,0,2,7,0,0,0,0,3,0
1843,铃木,2.3,5.41,10.52,64,北京,0,0,0,1,3,1,0,0,0,3,0
1844,雪佛兰,1.1,8.54,10.48,146,成都,1,1,0,0,7,1,1,1,0,3,0
1845,比亚迪,0.7,4.58,11.91,115,临沂,0,1,0,2,7,1,0,0,0,1,10
1846,名爵,0.88,11.92,14.54,157,成都,0,1,1,1,7,1,0,0,0,3,0
1847,比亚迪,0.7,3.85,6.09,130,南宁,0,1,0,1,3,1,0,0,0,1,10
1848,大众,3.0,11.67,9.32,128,宁波,0,1,1,0,7,1,0,1,0,3,0
1849,起亚,2.2,8.12,10.85,111,新余,0,1,0,0,3,1,1,1,0,3,2
1850,五菱汽车,2.0,4.88,6.74,83,新余,0,1,0,0,3,1,1,1,0,3,0
1851,吉利汽车,0.6,5.09,10.99,147,北京,0,1,0,0,3,0,0,1,0,2,3
1852,雪佛兰,3.0,14.86,6.12,121,上海,0,1,1,0,3,1,0,1,0,3,0
1853,吉利汽车,1.68,9.75,8.57,103,南宁,0,1,1,0,3,1,0,1,0,1,8
1854,五菱汽车,3.0,4.91,6.8,35,贵阳,0,0,0,0,3,0,0,1,0,3,5
1855,马自达,0.98,8.74,13.53,172,上海,0,1,0,3,3,1,1,0,0,3,0
1856,丰田,1.8,10.42,7.46,142,济源,0,1,0,1,3,1,0,0,0,3,0
1857,起亚,1.68,17.89,16.18,176,东莞,1,1,1,0,30,1,0,1,0,3,4
1858,比亚迪,2.4,4.58,1.39,59,东莞,0,0,0,0,15,1,1,1,0,3,0
1859,海马,2.95,7.9,6.06,58,商丘,0,0,0,0,3,1,0,1,0,3,1
1860,金杯,2.0,3.73,5.07,43,北京,0,0,0,0,3,1,1,1,0,3,0
1861,起亚,2.0,19.95,11.94,153,新乡,0,1,1,2,3,0,0,0,0,1,7
1862,宝骏,2.8,5.92,8.99,58,沈阳,0,0,0,0,15,1,0,1,0,3,0
1863,五菱汽车,0.5,7.59,14.84,149,商丘,0,1,0,1,30,1,1,0,0,1,6
1864,现代,3.0,8.23,9.98,83,郑州,0,1,0,0,30,1,0,1,0,3,3
1865,别克,1.6,10.94,8.52,133,商丘,0,1,1,2,30,1,0,0,0,3,2
1866,现代,2.78,12.6,7.7,129,汕尾,0,1,1,3,3,1,0,0,0,3,0
1867,北汽威旺,1.0,4.15,10.75,96,宁波,0,1,0,0,3,1,0,1,0,3,0
1868,五菱汽车,1.99,4.88,6.31,91,三明,0,1,0,3,3,1,0,0,0,3,3
1869,长安,1.5,6.87,11.77,93,连云港,0,1,0,0,3,0,0,1,0,3,3
1870,名爵,2.38,9.35,11.16,97,重庆,0,1,1,3,30,1,1,0,0,3,3
1871,宝骏,1.7,8.22,8.71,112,周口,0,1,1,0,30,1,1,1,0,1,4
1872,广汽传祺,2.38,18.87,12.06,105,郑州,0,1,1,1,30,1,0,0,0,3,1
1873,比亚迪,2.8,7.29,5.0,73,南阳,0,0,0,0,3,0,0,1,0,3,0
1874,现代,1.4,19.95,19.94,177,北京,1,1,1,1,3,1,1,0,0,3,1
1875,五菱汽车,2.88,6.86,6.0,80,哈尔滨,0,0,0,0,3,0,0,1,0,3,0
1876,马自达,2.8,18.43,11.06,173,北京,0,1,1,1,30,0,0,0,0,1,11
1877,广汽传祺,2.48,7.7,8.27,57,郑州,0,0,0,0,15,1,0,1,0,3,3
1878,比亚迪,2.68,11.28,11.89,92,东莞,0,1,0,0,30,1,0,1,0,3,3
1879,大众,2.0,15.1,15.41,164,北京,0,1,1,0,3,1,0,1,0,1,10
1880,江淮,2.65,8.01,4.47,74,哈尔滨,0,0,1,0,30,1,0,1,0,3,2
1881,本田,1.5,16.04,21.9,180,北京,0,1,0,0,3,1,0,1,0,1,10
1882,日产,1.78,14.58,13.6,179,东莞,1,1,1,0,15,1,1,1,0,3,0
1883,哈弗,2.28,13.87,22.57,91,广州,0,1,1,0,3,1,0,1,0,3,0
1884,大众,3.0,9.9,7.3,108,无锡,0,1,0,0,15,1,1,1,0,3,0
1885,福特,1.88,15.17,14.36,156,东莞,0,1,1,0,30,1,0,1,0,3,3
1886,比亚迪,2.9,14.21,9.6,99,东莞,0,1,1,0,30,1,1,1,0,3,2
1887,北汽新能源,2.48,16.56,4.6,48,广州,0,0,1,1,30,1,0,0,0,3,0
1888,长安,1.88,7.29,8.14,81,临沂,0,0,0,0,3,1,0,1,0,3,3
1889,现代,3.0,8.23,10.22,96,成都,0,1,0,0,3,1,1,1,0,3,0
1890,吉利汽车,2.58,6.14,5.5,77,佛山,0,0,0,1,15,1,1,0,0,3,1
1891,宝骏,2.78,7.8,5.8,80,商丘,0,0,0,1,3,1,0,0,0,3,4
1892,大众,1.5,14.47,13.66,159,潍坊,1,1,0,1,3,1,0,0,0,1,12
1893,别克,3.0,14.36,6.76,109,湖州,0,1,0,0,3,1,1,1,0,1,8
1894,雪佛兰,2.38,14.07,14.33,104,绍兴,0,1,1,0,15,1,0,1,0,3,4
1895,比亚迪,2.58,4.58,4.64,45,唐山,0,0,0,0,15,1,0,1,0,3,0
1896,雪佛兰,2.7,13.34,6.28,118,云浮,0,1,1,1,3,1,1,0,0,3,0
1897,北京汽车,2.2,7.28,14.38,67,昆明,0,0,0,1,3,0,1,0,0,3,5
1898,雪铁龙,3.0,8.74,5.04,68,芜湖,0,0,0,0,3,1,0,1,0,3,0
1899,日产,0.9,11.14,2.29,173,郑州,1,1,0,1,30,1,0,0,0,1,13
1900,别克,2.99,9.58,14.9,70,重庆,0,0,1,2,30,1,0,0,0,3,5
1901,别克,1.88,10.42,14.62,121,杭州,0,1,0,0,30,1,1,1,0,1,9
1902,海马,2.2,9.78,9.2,90,佛山,0,1,0,0,30,1,0,1,0,3,0
1903,现代,2.15,8.23,7.59,95,东莞,0,1,0,0,30,1,0,1,0,3,0
1904,别克,2.6,10.1,8.37,110,廊坊,0,1,0,0,30,1,0,1,0,2,4
1905,铃木,1.0,4.68,12.18,119,商丘,0,1,0,0,30,1,1,1,0,2,5
1906,奇瑞,0.36,3.21,10.83,140,郑州,0,1,0,1,120,1,0,0,0,3,1
1907,哈弗,1.8,11.48,14.47,117,盐城,0,1,0,0,120,1,0,1,0,3,0
1908,荣威,1.2,16.26,14.25,121,景德镇,0,1,1,0,30,1,1,1,0,1,6
1909,长安凯程,2.2,4.01,2.7,32,北京,0,0,0,0,15,1,0,1,0,3,0
1910,金杯,0.58,3.42,9.94,113,汕头,0,1,0,3,120,0,0,0,0,3,2
1911,大众,2.5,11.76,8.89,134,厦门,0,1,0,0,120,1,0,1,0,3,3
1912,大众,2.8,8.96,8.17,115,濮阳,0,1,0,1,120,1,0,0,0,3,0
1913,金杯,1.58,9.42,7.61,116,郑州,0,1,0,0,30,1,0,1,0,3,2
1914,本田,2.18,16.04,8.48,173,郑州,1,1,0,0,120,1,0,1,0,1,6
1915,铃木,2.08,6.34,11.43,124,阜阳,0,1,0,0,120,1,1,1,0,3,0
1916,比亚迪,2.4,14.1,12.62,112,鹤壁,0,1,1,1,120,1,0,0,0,3,2
1917,斯柯达,2.38,11.46,6.61,145,玉树,0,1,1,0,120,1,0,1,0,1,6
1918,大众,2.7,10.72,10.01,139,郑州,0,1,1,3,120,1,0,0,0,1,9
1919,北汽幻速,2.2,6.55,4.74,77,郑州,0,1,0,1,120,1,0,0,0,3,2
1920,铃木,1.28,6.46,13.68,109,郑州,0,1,0,0,120,1,0,1,0,1,11
1921,一汽,0.99,7.17,6.47,133,揭阳,0,1,1,3,120,0,0,0,0,3,0
1922,汉腾汽车,2.68,8.74,11.55,68,东莞,0,1,0,0,120,0,0,1,0,3,1
1923,东风,1.9,7.28,17.99,116,成都,0,1,0,0,30,1,0,1,0,3,5
1924,三菱,1.58,16.8,22.36,182,池州,1,1,0,0,120,1,1,1,0,3,5
1925,别克,1.98,12.29,10.15,140,郑州,0,1,1,1,120,1,0,0,0,1,8
1926,名爵,1.78,8.0,12.91,117,东莞,0,1,1,0,120,1,0,1,0,3,4
1927,别克,2.0,12.29,9.96,127,南京,0,1,1,0,120,1,0,1,0,1,9
1928,奇瑞,2.9,8.96,4.67,89,郑州,0,1,0,0,120,1,0,1,0,3,0
1929,日产,1.98,10.72,3.69,144,郑州,0,1,0,0,30,1,0,1,0,3,3
1930,江淮,2.98,7.07,2.53,68,东莞,0,0,0,0,30,1,0,1,0,3,3
1931,五菱汽车,1.1,3.11,6.96,99,南阳,0,1,0,0,120,1,0,1,0,3,3
1932,雪佛兰,2.0,8.75,14.8,91,郑州,0,1,0,0,120,1,0,1,0,1,10
1933,本田,0.85,10.41,10.72,163,郑州,1,1,0,1,30,1,0,0,0,1,11
1934,启辰,2.3,4.99,1.89,73,郑州,0,0,0,0,120,1,0,1,0,3,0
1935,雪佛兰,2.3,13.34,11.61,116,泰安,0,1,1,4,120,1,1,0,0,1,7
1936,福特,1.8,14.64,13.63,142,郑州,0,1,1,2,120,1,0,0,0,3,4
1937,雪铁龙,1.68,11.34,12.07,110,东莞,0,1,0,0,30,1,0,1,0,3,4
1938,别克,2.58,12.29,10.52,137,珠海,0,1,1,0,120,1,0,1,0,3,3
1939,起亚,2.0,12.8,10.08,139,镇江,0,1,1,0,120,0,0,1,0,3,2
1940,比亚迪,2.28,7.6,9.6,89,郑州,0,1,0,0,120,1,0,1,0,3,0
1941,雪铁龙,2.0,12.39,16.34,129,玉林,0,1,1,0,15,1,0,1,0,3,0
1942,北汽威旺,1.9,5.04,6.83,66,平顶山,0,0,0,0,15,1,0,1,0,3,0
1943,东风风神,1.18,7.9,12.63,125,九江,0,1,0,0,120,1,1,1,0,3,3
1944,标致,2.58,15.4,15.61,122,南京,0,1,1,0,120,1,0,1,0,1,8
1945,别克,1.18,13.87,12.14,157,郑州,0,1,1,1,30,1,1,0,0,3,4
1946,奇瑞新能源,2.18,17.19,3.05,67,北京,0,0,1,0,30,1,0,1,0,3,3
1947,北汽幻速,3.0,6.55,7.18,63,东莞,0,0,0,0,120,0,0,1,0,1,10
1948,别克,2.88,12.29,7.22,116,荆州,0,1,1,0,120,1,1,1,0,3,2
1949,吉利汽车,2.58,8.67,5.47,91,怀化,0,1,0,1,120,1,1,0,0,3,4
1950,纳智捷,1.98,13.98,13.35,101,郑州,0,1,1,0,120,1,0,1,0,1,10
1951,三菱,1.55,9.89,8.28,172,太原,1,1,0,1,120,1,1,0,0,3,2
1952,长安凯程,0.88,5.31,9.96,103,郑州,0,1,0,1,120,1,0,0,0,3,3
1953,哈弗,2.9,11.66,11.7,111,东莞,0,1,0,0,120,1,0,1,0,3,0
1954,日产,2.58,24.4,12.81,185,揭阳,1,1,1,2,120,0,0,0,0,2,3
1955,奇瑞,1.8,4.47,3.24,76,唐山,0,0,0,0,120,1,0,1,0,1,6
1956,雪佛兰,1.7,5.92,3.49,90,沈阳,0,0,0,0,3,1,0,1,0,3,0
1957,现代,1.8,8.23,8.9,93,东莞,0,0,0,0,3,0,0,1,0,3,0
1958,现代,3.0,12.07,9.88,104,三门峡,0,1,0,1,3,1,0,0,0,3,4
1959,现代,2.8,8.23,6.5,78,重庆,0,1,0,0,7,0,0,1,0,3,1
1960,雪佛兰,0.5,7.81,17.31,151,衡水,0,1,0,0,3,1,1,1,0,1,7
1961,铃木,2.6,5.42,12.48,122,商丘,0,1,0,2,120,1,0,0,0,1,8
1962,比亚迪,2.5,11.28,7.79,94,天津,0,1,0,0,3,0,0,1,0,1,18
1963,铃木,1.5,5.45,5.78,108,宁波,0,1,0,0,3,1,0,1,0,3,2
1964,比亚迪,2.0,9.64,9.52,125,宁波,0,1,0,4,3,1,0,0,0,3,0
1965,纳智捷,1.8,14.63,3.73,95,宁德,0,1,1,0,3,1,0,1,0,3,2
1966,众泰,2.0,8.76,7.64,67,东莞,0,0,0,0,3,1,0,1,0,3,3
1967,宝骏,2.99,8.63,7.92,84,中山,0,0,0,0,3,1,0,1,0,3,4
1968,纳智捷,2.88,19.19,12.39,91,深圳,0,1,1,1,3,1,1,0,0,1,8
1969,标致,1.6,12.71,2.21,115,大连,0,1,0,0,3,1,0,1,0,3,4
1970,荣威,0.8,18.11,13.71,158,周口,0,1,1,4,3,1,1,0,0,1,7
1971,比亚迪,0.6,3.85,8.68,142,廊坊,0,1,0,0,3,1,0,1,0,3,0
1972,日产,5.0,11.45,13.21,93,苏州,0,1,1,1,1,1,0,0,0,1,8
1973,斯柯达,2.3,15.58,16.27,123,宁波,0,1,1,2,3,1,0,0,0,3,0
1974,五菱汽车,2.0,4.78,6.74,75,芜湖,0,0,0,0,3,1,0,1,0,3,0
1975,大众,1.98,11.24,20.74,116,重庆,0,1,0,1,15,0,0,0,0,3,2
1976,菲亚特,2.1,12.8,17.11,101,东莞,0,1,1,0,7,1,0,1,0,3,2
1977,长安凯程,1.6,4.99,9.91,97,重庆,0,1,0,0,7,0,0,1,0,0,8
1978,五菱汽车,2.0,5.4,4.02,84,西安,0,0,0,0,3,1,1,1,0,3,3
1979,马自达,1.98,15.72,22.2,177,东莞,1,1,1,0,7,1,0,1,0,3,5
1980,福特,2.5,24.29,23.79,147,沈阳,0,1,1,0,3,1,0,1,0,1,9
1981,起亚,0.88,10.93,20.91,173,重庆,1,1,1,0,3,1,0,1,0,3,0
1982,奔腾,2.0,12.07,14.09,123,重庆,0,1,1,0,15,0,0,1,0,1,9
1983,奇瑞,1.18,6.13,5.93,106,郑州,0,1,0,1,120,1,0,0,0,3,0
1984,长安,1.2,4.89,5.64,95,潍坊,0,1,0,1,3,1,0,0,0,2,4
1985,海马,1.9,10.82,6.56,95,重庆,0,0,0,0,7,0,1,1,0,2,5
1986,雪佛兰,2.28,12.5,9.54,103,郑州,0,1,0,0,3,0,1,1,0,1,9
1987,长安,2.5,8.33,6.7,94,北京,0,0,0,0,3,1,0,1,0,1,11
1988,大众,2.0,7.8,8.04,149,唐山,0,1,0,1,3,0,1,0,0,3,0
1989,雪佛兰,2.2,14.64,11.83,140,成都,0,1,1,0,7,1,0,1,0,1,10
1990,大众,1.5,8.95,10.86,129,成都,0,1,0,1,7,0,0,0,0,1,13
1991,现代,1.3,12.49,11.94,138,衡阳,0,1,1,1,3,0,1,0,0,3,0
1992,比亚迪,0.8,6.98,8.01,122,成都,0,1,0,0,7,0,0,1,0,1,12
1993,吉利汽车,1.28,11.05,13.55,120,佛山,0,1,1,0,3,1,1,1,0,3,4
1994,大众,2.8,11.85,8.45,148,潍坊,0,1,1,1,3,1,0,0,0,1,14
1995,奇瑞,2.68,9.17,10.16,95,重庆,0,1,1,0,15,0,0,1,0,1,8
1996,宝骏,2.5,5.92,9.51,54,东莞,0,0,0,0,3,1,1,1,0,3,0
1997,斯柯达,2.98,15.53,5.1,107,上海,0,1,0,0,3,1,1,1,0,1,7
1998,长安欧尚,3.0,7.5,11.37,69,贵阳,0,0,0,1,3,0,0,0,0,3,2
1999,沃尔沃,3.0,27.14,9.34,167,北京,0,1,1,2,1,1,0,0,0,3,0
2000,现代,4.1,21.25,11.87,139,北京,0,1,1,1,1,1,1,0,0,3,0
2001,马自达,3.98,19.52,8.41,139,北京,0,1,1,1,1,0,0,0,0,3,5
2002,别克,4.6,16.67,10.4,101,苏州,0,1,1,1,1,1,0,0,0,1,6
2003,别克,4.98,15.63,7.64,84,南宁,0,0,1,1,1,0,0,0,0,1,9
2004,名爵,3.45,8.73,6.76,85,苏州,0,0,1,0,1,1,0,1,0,2,4
2005,日产,4.68,13.45,9.48,103,东莞,0,1,1,1,1,1,1,0,0,3,0
2006,福特,3.2,13.44,9.76,115,北京,0,1,1,1,1,1,0,0,0,1,11
2007,本田,3.55,19.73,25.28,157,郑州,0,1,0,0,1,1,0,1,0,3,0
2008,长城,3.5,8.71,10.31,109,天津,0,1,1,0,1,1,0,1,0,3,2
2009,哈弗,3.68,13.55,9.0,110,北京,0,1,1,2,1,1,0,0,0,3,4
2010,现代,4.8,30.05,11.26,124,深圳,0,1,1,1,1,1,0,0,0,3,0
2011,铃木,4.28,8.32,6.39,101,成都,0,0,0,0,1,1,0,1,0,3,2
2012,马自达,4.88,19.52,14.85,107,广州,0,1,1,0,1,1,1,1,0,3,0
2013,大众,3.6,15.62,11.86,138,郑州,0,1,1,1,1,1,0,0,0,3,4
2014,宝骏,3.88,9.53,5.27,68,惠州,0,0,1,0,1,1,0,1,0,3,0
2015,丰田,4.2,24.4,16.8,163,广州,0,1,1,2,1,1,0,0,0,3,0
2016,丰田,4.5,16.04,16.2,139,深圳,0,1,1,0,1,1,0,1,0,3,0
2017,起亚,4.18,8.12,2.41,61,佛山,0,0,0,0,1,1,1,1,0,3,0
2018,大众,4.88,11.15,7.08,104,北京,0,1,1,0,1,1,0,1,0,3,1
2019,别克,3.8,9.58,10.29,79,东莞,0,0,1,0,1,1,1,1,0,1,6
2020,雷诺,4.2,26.92,11.68,149,北京,0,1,1,3,1,1,0,0,0,1,9
2021,福特,3.0,10.83,16.26,101,苏州,0,1,0,0,1,1,1,1,0,2,5
2022,铃木,3.68,9.36,9.12,93,佛山,0,0,1,1,1,0,0,0,0,3,0
2023,雪佛兰,4.5,14.07,12.38,104,天津,0,1,1,0,1,1,1,1,0,3,2
2024,丰田,4.98,24.94,16.49,173,佛山,1,1,1,1,1,1,1,0,0,3,4
2025,雪铁龙,4.28,12.28,3.77,91,铁岭,0,1,1,0,1,1,1,1,0,3,3
2026,日产,4.66,20.49,11.33,139,北京,0,1,1,0,1,1,0,1,0,1,8
2027,别克,4.98,20.18,11.61,109,青岛,0,1,1,7,1,1,0,0,0,1,9
2028,本田,4.65,29.29,20.29,159,苏州,0,1,1,0,1,1,1,1,0,3,0
2029,smart,4.38,11.99,5.84,79,肇庆,0,1,1,0,1,1,0,1,0,3,0
2030,长安,3.88,7.08,6.15,53,铜仁,0,1,0,0,1,1,0,1,0,3,0
2031,长安,4.88,9.69,6.59,88,北京,0,0,1,0,1,1,1,1,0,3,0
2032,福特,4.58,11.24,8.14,68,苏州,0,0,1,0,1,1,0,1,0,3,2
2033,标致,3.8,12.69,8.92,93,无锡,0,1,1,0,1,1,0,1,0,1,13
2034,丰田,4.58,37.86,16.53,181,佛山,1,1,1,0,1,1,0,1,0,3,2
2035,猎豹汽车,4.58,14.63,7.68,108,六安,0,1,0,1,1,0,1,0,0,1,6
2036,福特,4.38,13.65,5.2,82,广州,0,0,1,1,1,1,1,0,0,1,9
2037,别克,4.2,15.63,7.57,92,上海,0,1,1,0,1,1,0,1,0,1,6
2038,标致,3.88,12.71,6.79,110,北京,0,1,1,2,1,1,0,0,0,1,6
2039,北京汽车,4.98,11.34,3.1,69,北京,0,0,1,0,1,1,0,1,0,3,2
2040,名爵,3.68,13.11,9.04,71,贵阳,0,0,0,1,1,0,1,0,0,3,0
2041,大众,3.65,25.7,15.94,154,北京,0,1,1,2,1,0,0,0,0,1,9
2042,福特,3.58,10.31,10.88,109,佛山,0,1,1,1,1,1,0,0,0,3,2
2043,标致,3.8,14.25,5.84,95,深圳,0,1,1,0,1,1,0,1,0,0,1
2044,宝骏,4.88,10.4,7.58,60,湛江,0,0,1,3,1,1,1,0,0,3,0
2045,五菱汽车,3.65,4.36,0.16,39,唐山,0,0,0,0,1,0,0,1,0,1,6
2046,比亚迪,4.3,15.19,9.06,86,北京,0,0,1,1,1,0,0,0,0,1,9
2047,日产,4.18,24.4,17.19,154,成都,0,1,1,1,1,1,1,0,0,2,4
2048,大众,3.67,15.41,9.34,125,郑州,0,1,1,0,1,0,0,1,0,3,3
2049,现代,5.0,21.25,10.41,110,沈阳,0,1,1,0,1,1,1,1,0,1,11
2050,哈弗,3.68,12.91,5.15,74,深圳,0,0,0,0,1,1,1,1,0,3,1
2051,众泰,3.2,15.07,11.16,70,宁波,0,0,1,0,1,1,1,1,0,3,0
2052,名爵,3.3,8.73,0.92,84,重庆,0,0,1,1,1,1,0,0,0,0,2
2053,日产,4.68,21.69,9.92,149,北京,0,1,1,1,1,1,1,0,0,3,5
2054,福特,4.88,13.33,7.02,95,成都,0,0,1,1,1,1,0,0,0,3,1
2055,长安,3.8,7.29,5.56,58,成都,0,0,0,0,1,1,1,1,0,3,3
2056,中华,3.1,15.2,6.44,96,沈阳,0,1,1,2,1,1,0,0,0,1,6
2057,宝骏,3.98,9.1,3.9,70,惠州,0,0,0,0,1,1,0,1,0,3,3
2058,斯柯达,4.0,14.56,13.69,108,北京,0,1,1,0,1,1,0,1,0,3,0
2059,北汽制造,3.98,8.4,1.95,38,郑州,0,0,0,0,1,1,0,1,0,3,2
2060,现代,4.0,11.45,7.45,74,北京,0,0,1,0,1,1,0,1,0,3,3
2061,中华,3.5,8.73,6.13,83,沈阳,0,0,1,0,1,1,0,1,0,3,0
2062,荣威,3.2,10.29,5.42,120,成都,0,1,1,0,1,1,0,1,0,3,2
2063,江淮,3.98,15.14,13.17,73,佛山,0,0,0,1,1,0,0,0,0,0,3
2064,起亚,4.0,11.34,10.21,93,河源,0,1,1,1,1,1,0,0,0,3,4
2065,宝骏,3.68,9.16,4.9,68,东莞,0,0,0,0,1,1,0,1,0,3,0
2066,比亚迪,4.28,15.19,6.75,81,沈阳,0,0,1,1,1,1,1,0,0,3,0
2067,smart,3.18,13.35,7.91,117,佛山,0,1,1,1,1,1,0,0,0,3,0
2068,标致,3.8,11.04,7.06,77,成都,0,1,0,1,1,0,0,0,0,2,4
2069,现代,3.38,8.54,8.86,93,佛山,0,0,1,1,1,0,0,0,0,3,0
2070,猎豹汽车,4.3,13.0,6.28,45,重庆,0,0,1,0,1,0,0,1,0,3,3
2071,宝骏,4.7,7.59,3.99,15,上海,0,0,0,1,1,0,0,0,0,3,1
2072,现代,3.35,10.41,10.56,87,苏州,0,0,0,0,1,1,1,1,0,3,0
2073,本田,3.48,12.18,15.45,167,惠州,0,1,1,1,1,1,0,0,0,2,3
2074,欧宝,4.38,33.43,9.56,111,成都,0,1,1,1,1,1,1,0,0,1,8
2075,标致,3.88,12.92,6.2,104,惠州,0,1,1,1,1,1,0,0,0,1,6
2076,日产,3.0,8.19,6.64,136,北京,0,1,1,1,1,1,1,0,0,3,3
2077,日产,4.75,13.07,12.53,106,北京,0,1,1,1,1,1,1,0,0,3,3
2078,长安欧尚,3.6,7.5,1.42,73,重庆,0,0,0,0,1,1,0,1,0,3,2
2079,福特,3.98,11.87,6.38,74,肇庆,0,0,0,0,1,1,0,1,0,3,0
2080,北京汽车,3.4,12.49,1.49,83,北京,0,0,1,0,1,1,1,1,0,3,1
2081,长安,3.18,6.25,2.73,63,成都,0,1,0,0,1,0,0,1,0,2,5
2082,日产,3.68,21.69,16.68,151,周口,0,1,1,1,1,1,0,0,0,1,12
2083,吉利汽车,3.8,7.18,6.82,54,东莞,0,0,1,0,1,1,1,1,0,3,0
2084,日产,4.28,11.34,11.04,121,惠州,0,1,0,1,1,1,0,0,0,1,9
2085,吉利汽车,3.3,6.25,4.24,46,重庆,0,0,0,2,1,0,0,0,0,3,0
2086,比亚迪,3.8,10.42,8.1,66,沈阳,0,1,0,1,1,1,1,0,0,3,2
2087,宝骏,3.7,7.28,5.06,50,苏州,0,0,0,0,1,0,0,1,0,1,8
2088,吉利汽车,4.95,10.07,2.48,45,重庆,0,0,1,1,1,0,0,0,0,0,0
2089,长安,4.98,12.68,4.73,72,北京,0,0,1,2,1,1,0,0,0,0,4
2090,斯柯达,4.98,14.8,7.82,82,苏州,0,0,1,0,1,1,0,1,0,3,0
2091,比亚迪,3.88,32.3,14.59,91,深圳,0,0,1,0,1,1,0,1,0,3,0
2092,哪吒汽车,4.6,7.59,5.62,42,宜春,0,0,1,0,1,1,0,1,0,2,2
2093,奇瑞,3.0,6.35,2.79,53,广安,0,0,0,0,1,1,0,1,0,0,1
2094,标致,3.6,12.92,6.92,73,重庆,0,0,1,1,1,1,0,0,0,0,5
2095,福特,4.78,14.58,9.73,75,成都,0,1,1,2,1,1,0,0,0,0,5
2096,大众,4.2,13.13,10.71,104,成都,0,1,0,1,1,0,0,0,0,3,2
2097,马自达,4.6,18.43,9.41,147,北京,0,1,1,4,1,1,1,0,0,3,0
2098,丰田,4.8,24.62,13.93,142,上海,0,1,1,1,1,1,0,0,0,3,3
2099,日产,5.0,23.32,4.99,139,北京,0,1,1,0,1,1,0,1,0,3,4
2100,江淮,3.6,9.26,7.84,77,清远,0,0,1,0,1,1,1,1,0,3,0
2101,现代,4.4,5.2,1.65,34,铁岭,0,0,0,0,1,1,0,1,0,3,0
2102,日产,4.8,28.09,10.01,147,上海,0,1,1,1,1,0,0,0,0,3,4
2103,雪佛兰,3.5,14.86,8.47,101,南通,0,0,1,0,1,1,1,1,0,3,0
2104,雪佛兰,3.78,9.37,6.6,69,佛山,0,0,1,2,1,1,1,0,0,3,2
2105,马自达,4.8,19.52,11.89,123,北京,0,1,1,0,1,1,0,1,0,3,0
2106,标致,4.28,17.14,12.6,104,北京,0,1,1,1,1,0,0,0,0,1,10
2107,标致,3.48,12.09,7.59,98,武汉,0,1,1,0,1,1,0,1,0,3,1
2108,铃木,3.8,12.39,8.23,127,北京,0,1,1,1,1,1,1,0,0,3,0
2109,吉利汽车,4.05,9.57,11.95,59,聊城,0,0,1,1,1,1,1,0,0,1,6
2110,奇瑞新能源,4.68,5.2,0.29,36,广州,0,0,1,0,1,1,0,1,1,3,0
2111,纳智捷,3.88,9.26,3.94,39,梅州,0,0,1,0,1,1,0,1,0,3,1
2112,长安凯程,3.5,6.72,13.38,78,佛山,0,0,0,5,1,1,1,0,0,3,3
2113,本田,5.0,23.64,17.97,145,重庆,0,1,1,0,1,1,1,1,0,1,8
